msme_id,segment,elec_on_time_ratio,recharge_on_time_ratio,invoice_paid_on_time_ratio,supplier_on_time_ratio,business_days_open_ratio,monthly_upi_in_count,monthly_upi_in_amt,years_in_business,delivery_cancellations,avg_balance,min_balance_freq,monthly_revenue_variance,defaulted_12m
msme_000497,tailor,0.9493,0.7655,0.5604,0.6534,0.8873,31,1000.0,1.59,5,28643.43,0.0801,0.2685,0
msme_000498,restaurant,0.5276,0.6875,0.5425,0.6621,0.5098,26,1000.0,0.96,1,51381.48,0.1694,0.8349,0
msme_000499,kirana,0.7766,0.7485,0.4914,0.8154,0.9421,25,80816.19,2.99,2,0.0,0.2979,0.0733,0
msme_000500,mechanic,0.7969,0.8654,0.5735,0.5435,0.9219,25,72020.17,2.4,1,19884.98,0.218,0.2494,0
msme_000501,restaurant,0.693,0.4635,0.5729,0.7243,0.837,21,79915.44,9.29,2,14327.09,0.1925,0.3443,0
msme_000502,kirana,0.8209,0.6671,0.339,0.7734,0.568,35,56035.0,4.71,3,1172.76,0.0214,0.3344,0
msme_000503,restaurant,0.686,0.4352,0.2826,0.7334,0.9094,28,34471.02,3.04,1,0.0,0.1364,0.2199,0
msme_000504,pharmacy,0.7117,0.3674,0.6025,0.777,0.8487,28,58252.7,2.6,0,752.76,0.0568,0.272,0
msme_000505,restaurant,0.9418,0.7881,0.4983,0.8167,0.8961,34,92633.23,5.73,1,32673.59,0.3521,0.0889,0
msme_000506,pharmacy,0.5859,0.5717,0.6904,0.733,0.7902,32,96191.5,10.59,2,13492.29,0.2892,0.1161,0
msme_000507,kirana,0.8131,0.5486,0.6091,0.4501,0.8644,31,33931.96,0.9,0,27058.57,0.2808,0.2997,0
msme_000508,tailor,0.8669,0.7774,0.787,0.7539,0.9855,26,79961.63,5.29,1,36816.15,0.1398,0.2385,0
msme_000509,mechanic,0.87,0.7211,0.4505,0.5048,0.951,48,46106.12,0.1,1,13778.76,0.4407,0.1585,0
msme_000510,restaurant,0.86,0.8672,0.6698,0.6867,0.9965,28,64257.06,5.81,0,2696.44,0.3154,0.2937,0
msme_000511,kirana,0.7815,0.8318,0.7992,0.6194,0.926,29,102509.89,3.46,1,7264.65,0.3129,0.3265,0
msme_000512,restaurant,0.8281,0.7301,0.7449,0.7937,0.8156,40,41104.53,22.33,2,0.0,0.1905,0.072,0
msme_000513,pharmacy,0.8608,0.8466,0.7042,0.4774,0.8859,30,59004.95,1.9,2,0.0,0.1192,0.3632,0
msme_000514,mechanic,0.7702,0.5351,0.306,0.8382,0.8642,26,55407.64,1.17,3,21748.48,0.3853,0.2914,0
msme_000515,kirana,0.8335,0.6683,0.6397,0.6764,0.7184,27,73041.91,0.56,0,0.0,0.0969,0.4325,0
msme_000516,kirana,0.9541,0.8197,0.433,0.5351,0.8018,26,37314.12,0.92,0,36798.0,0.2172,0.0476,0
msme_000517,mechanic,0.8644,0.5688,0.775,0.7749,0.8803,37,79500.48,10.15,0,15357.45,0.1611,0.3381,0
msme_000518,tailor,0.6056,0.7567,0.6901,0.5587,0.8703,25,21734.7,11.49,3,657.25,0.1001,0.0173,0
msme_000519,salon,0.8303,0.455,0.3815,0.8403,0.7156,31,34833.4,6.81,1,9550.85,0.3511,0.2876,0
msme_000520,tailor,0.883,0.6969,0.7703,0.7279,0.9672,20,96967.06,6.83,1,19940.36,0.1996,0.1769,0
msme_000521,kirana,0.507,0.8292,0.8222,0.7193,0.987,26,60284.01,1.86,0,12285.97,0.2986,0.1627,0
msme_000522,pharmacy,0.6387,0.8042,0.6228,0.901,0.7855,33,15490.25,3.03,2,7890.83,0.0931,0.1654,0
msme_000523,tailor,0.7114,0.79,0.7622,0.7783,0.8714,32,67208.68,1.25,0,9088.01,0.043,0.1457,0
msme_000524,salon,0.9636,0.5528,0.6931,0.5515,0.9803,35,40178.9,8.69,0,36609.09,0.5415,0.1333,0
msme_000525,pharmacy,0.854,0.3883,0.7495,0.5348,0.9736,25,45426.92,11.21,0,37855.42,0.144,0.4149,0
msme_000526,pharmacy,0.634,0.7186,0.7768,0.7943,0.8939,32,70603.81,1.4,0,16347.78,0.2507,0.5067,0
msme_000527,kirana,0.6346,0.7433,0.5434,0.672,0.8717,40,17085.76,3.08,1,3958.34,0.2598,0.327,0
msme_000528,pharmacy,0.8082,0.7917,0.4292,0.6944,0.9836,29,85156.5,2.15,2,30965.06,0.2858,0.1001,0
msme_000529,restaurant,0.9052,0.8602,0.6681,0.9324,0.9641,18,70818.72,1.56,0,3430.54,0.2087,0.1711,0
msme_000530,kirana,0.8585,0.765,0.5541,0.8028,0.9319,35,18275.17,2.11,1,26760.73,0.1238,0.5416,0
msme_000531,mechanic,0.8971,0.6943,0.9016,0.8687,0.8651,32,30513.59,1.87,3,12674.49,0.2331,0.2881,0
msme_000532,mechanic,0.9559,0.7109,0.6237,0.5573,0.8097,39,34743.78,4.13,1,19639.65,0.4695,0.4555,0
msme_000533,pharmacy,0.5578,0.573,0.5504,0.8267,0.7254,27,33032.4,9.84,1,19550.46,0.3317,0.1457,0
msme_000534,pharmacy,0.9409,0.6246,0.5409,0.3977,0.8106,41,71871.77,4.59,0,27031.63,0.2256,0.2845,0
msme_000535,tailor,0.8379,0.6111,0.7708,0.5619,0.5951,29,54966.09,2.36,0,43545.91,0.0418,0.3394,0
msme_000536,pharmacy,0.4725,0.8706,0.5682,0.8182,0.7782,32,26773.38,11.84,3,0.0,0.2881,0.7554,0
msme_000537,pharmacy,0.9043,0.5495,0.4265,0.6341,0.9963,26,1000.0,10.1,3,14269.08,0.061,0.5653,0
msme_000538,salon,0.7888,0.6142,0.7081,0.8399,0.9541,29,70110.27,0.71,2,36263.23,0.1715,0.6078,0
msme_000539,restaurant,0.9702,0.4219,0.5487,0.9049,0.8391,26,55686.68,25.12,3,13523.73,0.0392,0.1862,0
msme_000540,restaurant,0.8365,0.6377,0.5808,0.6458,0.7863,24,50802.89,5.39,1,36314.1,0.1567,0.3334,0
msme_000541,kirana,0.8182,0.7528,0.4329,0.826,0.9426,32,50357.99,0.59,3,56381.19,0.1483,0.6445,0
msme_000542,restaurant,0.8781,0.6844,0.48,0.495,0.9031,34,32608.86,18.51,3,5885.96,0.1452,0.3836,0
msme_000543,kirana,0.9252,0.4988,0.5536,0.7583,0.8415,31,53223.08,3.39,1,2362.84,0.1868,0.0249,0
msme_000544,restaurant,0.7368,0.6684,0.3846,0.5966,0.9756,36,86954.6,1.49,1,0.0,0.1125,0.4308,0
msme_000545,mechanic,0.9371,0.4822,0.6633,0.9236,0.9563,29,54448.03,2.39,1,0.0,0.4294,0.3143,0
msme_000546,tailor,0.8711,0.8054,0.7064,0.8413,0.9986,35,105787.41,5.8,0,14712.82,0.5645,0.1597,0
msme_000547,mechanic,0.7573,0.833,0.5053,0.7028,0.9987,29,29227.93,6.05,0,21196.83,0.1302,0.3719,0
msme_000548,tailor,0.8908,0.7466,0.6399,0.4216,0.9797,28,56119.37,0.33,0,16263.18,0.1092,0.3419,0
msme_000549,restaurant,0.967,0.6791,0.6522,0.7145,0.8954,32,6094.24,5.74,3,29372.58,0.3133,0.3308,0
msme_000550,restaurant,0.903,0.8481,0.3417,0.7654,0.9823,31,43739.27,1.6,2,9071.75,0.2663,0.1689,0
msme_000551,tailor,0.4171,0.7209,0.4018,0.5939,0.9894,27,58970.71,1.05,1,6710.56,0.033,0.242,0
msme_000552,restaurant,0.6461,0.7601,0.6818,0.5083,0.7878,28,67776.15,3.48,2,2434.38,0.2249,0.4372,0
msme_000553,mechanic,0.6866,0.7198,0.3038,0.5919,0.7532,20,75428.69,4.06,1,31502.91,0.2998,0.3999,0
msme_000554,kirana,0.9657,0.6814,0.5825,0.7594,0.7629,27,79410.04,6.67,0,6753.03,0.3426,0.0997,0
msme_000555,restaurant,0.9528,0.579,0.8349,0.8655,0.742,28,138911.45,6.52,0,27630.35,0.2679,0.0952,0
msme_000556,mechanic,0.8418,0.7625,0.7113,0.8508,0.9149,25,64104.99,13.81,1,24669.37,0.1138,0.2933,0
msme_000557,pharmacy,0.8253,0.5717,0.3177,0.8189,0.7921,25,41872.59,4.3,0,36133.92,0.2449,0.4404,0
msme_000558,tailor,0.8144,0.7187,0.6054,0.861,0.924,37,32151.18,2.76,0,28177.11,0.2887,0.443,0
msme_000559,mechanic,0.7752,0.6153,0.5492,0.6765,0.897,34,53471.6,0.25,2,6708.31,0.0366,0.4339,0
msme_000560,mechanic,0.5729,0.7768,0.6035,0.9074,0.714,36,50784.21,0.43,2,20953.07,0.141,0.2861,0
msme_000561,mechanic,0.7829,0.8885,0.7132,0.7133,0.6877,32,23945.63,13.27,1,1675.28,0.0942,0.292,0
msme_000562,pharmacy,0.882,0.8142,0.7884,0.6292,0.936,35,105613.36,12.02,1,21346.94,0.2394,0.6091,0
msme_000563,mechanic,0.9094,0.5236,0.4853,0.7679,0.9186,35,1000.0,21.19,1,18697.94,0.1973,0.3892,0
msme_000564,mechanic,0.6449,0.4422,0.7325,0.4373,0.9909,23,47756.86,0.1,0,17963.07,0.2269,0.3459,0
msme_000565,pharmacy,0.8483,0.6334,0.7248,0.5946,0.871,29,51168.0,0.23,0,9506.46,0.0338,0.406,0
msme_000566,tailor,0.7062,0.7334,0.4701,0.6411,0.9869,30,66325.2,12.79,1,49027.66,0.1064,0.2058,0
msme_000567,tailor,0.9623,0.6074,0.6015,0.7375,0.9158,29,45584.96,0.39,1,40652.56,0.0335,0.1262,0
msme_000568,restaurant,0.8044,0.4967,0.5266,0.7695,0.8296,20,57568.59,1.37,3,3444.58,0.2218,0.3442,0
msme_000569,pharmacy,0.6649,0.4772,0.7864,0.471,0.8878,35,104460.41,11.87,3,14140.57,0.1219,0.1368,0
msme_000570,salon,0.5812,0.7045,0.6949,0.6933,0.9289,34,5016.08,6.5,0,15398.41,0.1537,0.0951,0
msme_000571,pharmacy,0.8959,0.7469,0.7479,0.7586,0.9156,38,1000.0,1.4,1,24732.45,0.1365,0.1295,0
msme_000572,salon,0.7255,0.6611,0.5657,0.8188,0.8333,35,48650.93,0.43,0,20012.31,0.4072,0.1301,0
msme_000573,mechanic,0.9668,0.7283,0.6558,0.7573,0.9664,23,14232.52,13.71,0,21577.75,0.0798,0.0741,0
msme_000574,restaurant,0.5385,0.5351,0.7195,0.5016,0.981,28,31013.57,1.72,0,26968.44,0.4395,0.3598,0
msme_000575,pharmacy,0.7022,0.4734,0.6744,0.672,0.7937,24,59407.44,6.17,1,17014.26,0.3088,0.3964,0
msme_000576,mechanic,0.6146,0.6007,0.4487,0.6461,0.9264,33,54238.51,4.1,2,25457.61,0.1799,0.3321,0
msme_000577,tailor,0.8302,0.7223,0.7592,0.8829,0.956,34,21591.59,3.18,1,28805.64,0.1942,0.2087,0
msme_000578,salon,0.9265,0.5718,0.3675,0.6149,0.9421,27,60005.46,7.56,3,7817.64,0.2391,0.2277,0
msme_000579,salon,0.9298,0.6231,0.944,0.7137,0.8918,23,10897.46,1.79,0,23372.25,0.1588,0.2154,0
msme_000580,salon,0.9133,0.5469,0.5776,0.8123,0.968,25,28956.94,2.72,1,34650.0,0.1599,0.2866,0
msme_000581,kirana,0.6466,0.9102,0.5169,0.8631,0.994,33,90251.9,14.15,3,30505.54,0.0827,0.1853,0
msme_000582,pharmacy,0.7829,0.542,0.7591,0.791,0.9897,26,32062.53,6.92,0,39025.38,0.3493,0.2196,0
msme_000583,mechanic,0.8403,0.7604,0.2393,0.45,0.8443,29,54906.81,10.84,2,39688.24,0.2123,0.4991,0
msme_000584,kirana,0.947,0.7573,0.6882,0.7281,0.8059,34,50232.25,4.34,1,26162.51,0.4827,0.5277,0
msme_000585,kirana,0.9349,0.809,0.7639,0.761,0.9564,28,39936.83,0.63,1,8120.71,0.0577,0.4344,0
msme_000586,pharmacy,0.8996,0.6706,0.5024,0.8071,0.9383,28,7328.44,5.62,2,11690.98,0.2748,0.4219,0
msme_000587,tailor,0.7794,0.6134,0.5954,0.9501,0.734,39,31997.45,0.42,0,13997.94,0.0955,0.4355,0
msme_000588,tailor,0.9137,0.8639,0.7475,0.809,0.9371,29,35645.98,2.0,5,0.0,0.2069,0.2176,0
msme_000589,mechanic,0.3958,0.6085,0.2348,0.695,0.6589,35,27768.7,2.67,0,16529.36,0.1719,0.4467,0
msme_000590,restaurant,0.936,0.9711,0.3756,0.4908,0.8365,32,70622.1,7.59,1,6904.21,0.0989,0.4769,0
msme_000591,salon,0.7282,0.8116,0.7009,0.3884,0.9225,24,39524.36,1.81,0,43339.31,0.2201,0.1921,0
msme_000592,restaurant,0.8429,0.5191,0.7819,0.7799,0.8708,25,28823.83,5.38,2,24381.36,0.0877,0.3101,0
msme_000593,pharmacy,0.9428,0.6181,0.6537,0.8417,0.9848,35,64894.3,2.62,0,0.0,0.2075,0.152,0
msme_000594,pharmacy,0.9318,0.8631,0.482,0.6505,0.942,36,89392.05,19.06,1,30533.06,0.2466,0.3,0
msme_000595,mechanic,0.9037,0.6895,0.4224,0.9131,0.7814,26,44892.32,0.87,0,15017.03,0.2655,0.4569,0
msme_000596,mechanic,0.7912,0.7692,0.6991,0.6463,0.9406,30,67234.56,6.81,0,17609.62,0.3325,0.2144,0
msme_000597,pharmacy,0.8411,0.6419,0.3197,0.8236,0.8706,42,84997.59,4.3,0,3360.39,0.0189,0.2962,0
msme_000598,mechanic,0.8758,0.7447,0.3954,0.8435,0.7991,42,102790.33,6.2,2,27841.5,0.1494,0.2798,0
msme_000599,restaurant,0.703,0.6601,0.7089,0.7803,0.8869,35,15640.02,3.8,1,20372.95,0.4186,0.1501,0
msme_000600,restaurant,0.7788,0.8193,0.7448,0.8044,0.9881,24,76209.12,0.11,0,25325.72,0.4171,0.3232,0
msme_000601,pharmacy,0.6908,0.7713,0.422,0.5767,0.8943,30,1000.0,5.24,1,17958.55,0.162,0.3538,0
msme_000602,kirana,0.608,0.7391,0.7329,0.3045,0.9882,38,59591.38,19.04,0,6827.96,0.0619,0.2066,0
msme_000603,pharmacy,0.7768,0.8372,0.6844,0.6202,0.9657,31,64952.31,12.67,1,12677.2,0.1924,0.324,0
msme_000604,tailor,0.655,0.9101,0.7728,0.8325,0.919,43,54411.92,3.58,0,39615.84,0.2761,0.2965,0
msme_000605,salon,0.5056,0.7068,0.3836,0.6849,0.9873,35,62020.39,0.45,4,19880.48,0.268,0.4808,0
msme_000606,kirana,0.9539,0.5464,0.4919,0.8029,0.879,33,49676.14,4.12,1,28810.34,0.3829,0.3361,0
msme_000607,tailor,0.7046,0.8904,0.6917,0.5983,0.7142,34,61510.56,5.98,1,30138.0,0.3096,0.285,0
msme_000608,salon,0.6458,0.5024,0.492,0.9275,0.8191,25,83360.42,3.24,4,22148.12,0.1542,0.5699,0
msme_000609,salon,0.8966,0.5908,0.8483,0.7519,0.9627,29,58569.6,17.14,3,3862.12,0.1283,0.6106,0
msme_000610,tailor,0.8522,0.8397,0.42,0.4987,0.5283,34,31192.78,3.42,2,23233.18,0.3918,0.6016,0
msme_000611,tailor,0.9133,0.8042,0.562,0.5998,0.8299,36,14278.35,2.27,0,40017.24,0.0739,0.3562,0
msme_000612,tailor,0.7272,0.7563,0.5423,0.7211,0.9675,29,82137.51,1.32,1,20819.84,0.0088,0.248,0
msme_000613,salon,0.5388,0.6757,0.7093,0.7103,0.9358,25,49026.93,18.2,1,30965.56,0.2542,0.1867,1
msme_000614,tailor,0.8445,0.3381,0.7378,0.7037,0.8882,28,20692.94,11.3,0,0.0,0.3861,0.4894,0
msme_000615,salon,0.8527,0.6384,0.4972,0.7091,0.9607,25,27935.07,9.81,1,3683.96,0.203,0.5863,0
msme_000616,tailor,0.9504,0.8286,0.787,0.5305,0.8325,32,11460.85,4.52,0,6451.04,0.1616,0.3152,0
msme_000617,kirana,0.6954,0.8907,0.6167,0.6806,0.9324,17,58825.91,4.42,0,34166.95,0.223,0.2343,0
msme_000618,mechanic,0.905,0.7948,0.691,0.7753,0.9272,29,2744.88,6.47,2,32229.52,0.0516,0.162,0
msme_000619,tailor,0.9084,0.7182,0.4914,0.7504,0.8427,37,66745.26,2.07,0,22687.01,0.0472,0.0935,0
msme_000620,kirana,0.8979,0.6777,0.5588,0.8258,0.935,16,57902.42,7.65,4,43468.63,0.3394,0.4739,0
msme_000621,kirana,0.9474,0.5723,0.3553,0.5431,0.9836,28,29618.36,4.75,0,4959.87,0.2169,0.1291,0
msme_000622,pharmacy,0.8999,0.8018,0.5776,0.6188,0.9357,28,16002.5,3.82,1,45692.33,0.215,0.3557,0
msme_000623,restaurant,0.8114,0.8755,0.6727,0.6412,0.8973,21,70981.2,0.73,0,20067.94,0.2666,0.1015,0
msme_000624,pharmacy,0.7321,0.8087,0.8715,0.6778,0.9811,32,53063.88,2.35,2,12265.49,0.073,0.1732,0
msme_000625,salon,0.7651,0.6214,0.5791,0.7464,0.8956,35,35599.37,4.5,2,14974.43,0.067,0.0805,0
msme_000626,pharmacy,0.8428,0.6171,0.5823,0.9207,0.9911,36,93067.74,2.8,0,28683.7,0.1461,0.1703,0
msme_000627,salon,0.9408,0.8128,0.4024,0.5541,0.9842,33,39415.56,1.69,0,13573.57,0.0711,0.089,0
msme_000628,restaurant,0.9884,0.36,0.7231,0.6775,0.9913,31,98866.56,11.98,2,1333.46,0.1562,0.11,0
msme_000629,pharmacy,0.7617,0.8084,0.6887,0.8683,0.8738,31,109796.83,5.51,4,0.0,0.1243,0.7018,0
msme_000630,kirana,0.619,0.5027,0.6333,0.6562,0.9714,35,89644.36,1.35,1,35836.97,0.2865,0.6219,0
msme_000631,pharmacy,0.9304,0.7363,0.8263,0.7092,0.9964,34,56822.85,1.31,0,4450.45,0.1589,0.328,0
msme_000632,pharmacy,0.7525,0.8324,0.7374,0.6505,0.9658,30,84559.57,14.33,0,32924.73,0.3186,0.147,0
msme_000633,pharmacy,0.9469,0.798,0.6506,0.5663,0.9303,31,16593.26,0.1,2,44389.67,0.4096,0.1446,0
msme_000634,pharmacy,0.8898,0.5903,0.7132,0.5206,0.8938,23,31639.0,17.39,2,30634.52,0.1756,0.2884,0
msme_000635,kirana,0.5732,0.8786,0.7595,0.5259,0.9318,33,63004.18,1.44,1,27762.27,0.166,0.3648,0
msme_000636,tailor,0.754,0.6682,0.6283,0.8257,0.9574,19,19983.91,4.82,1,0.0,0.2141,0.1964,0
msme_000637,mechanic,0.8851,0.7454,0.4122,0.8461,0.8468,42,1000.0,1.62,1,36506.43,0.4129,0.2802,0
msme_000638,salon,0.8709,0.6572,0.6279,0.5018,0.9793,26,75317.31,6.31,0,13862.52,0.0844,0.4622,0
msme_000639,mechanic,0.8003,0.7322,0.6303,0.815,0.9702,30,56331.06,7.43,1,8128.84,0.0798,0.1921,0
msme_000640,salon,0.836,0.7847,0.5821,0.6521,0.9519,22,32250.87,0.1,1,0.0,0.1498,0.1309,0
msme_000641,pharmacy,0.8988,0.4932,0.6091,0.602,0.9639,28,52543.43,6.42,1,17788.27,0.2467,0.0524,0
msme_000642,pharmacy,0.9061,0.7539,0.6179,0.8568,0.9101,24,67490.91,3.18,1,7077.0,0.2551,0.3963,0
msme_000643,restaurant,0.8838,0.8131,0.3493,0.6861,0.9902,37,78310.14,6.03,0,37875.8,0.2874,0.2624,0
msme_000644,restaurant,0.7411,0.9123,0.6683,0.3154,0.9688,21,46001.45,19.89,0,11739.79,0.1632,0.2862,0
msme_000645,salon,0.7765,0.8537,0.5458,0.6623,0.9699,30,59151.4,4.87,0,19105.85,0.3945,0.4673,0
msme_000646,tailor,0.9695,0.7106,0.639,0.6655,0.9809,28,34117.34,3.38,1,5547.51,0.1701,0.0719,0
msme_000647,tailor,0.6435,0.7394,0.3239,0.896,0.8465,39,69581.4,1.21,1,18033.19,0.1324,0.3471,0
msme_000648,pharmacy,0.8753,0.3452,0.5148,0.6585,0.9144,29,42423.95,3.86,3,11816.69,0.0462,0.1776,0
msme_000649,restaurant,0.8539,0.6336,0.2202,0.7742,0.8725,25,37612.91,21.22,1,37479.88,0.2157,0.1995,0
msme_000650,pharmacy,0.9241,0.5847,0.7886,0.6666,0.9909,31,42131.84,0.1,1,38427.0,0.0485,0.0407,0
msme_000651,mechanic,0.9705,0.6436,0.6799,0.4192,0.9856,23,99562.83,9.29,3,55884.48,0.2182,0.0751,0
msme_000652,tailor,0.7624,0.8326,0.5689,0.4535,0.9187,25,28971.97,0.12,0,46128.84,0.21,0.071,0
msme_000653,pharmacy,0.7135,0.8945,0.6379,0.839,0.9533,35,46865.83,0.65,2,40305.65,0.2558,0.2108,0
msme_000654,kirana,0.9516,0.7405,0.5995,0.6732,0.9539,33,19157.65,0.76,1,23784.95,0.0323,0.2224,0
msme_000655,kirana,0.8889,0.8639,0.5693,0.5246,0.894,29,22497.62,1.24,1,34400.91,0.1705,0.3354,0
msme_000656,mechanic,0.8989,0.7324,0.4533,0.7836,0.7501,30,67896.66,4.67,2,34132.61,0.3446,0.0924,0
msme_000657,salon,0.8219,0.6372,0.5768,0.8404,0.8832,29,59695.68,0.29,4,0.0,0.0641,0.1521,0
msme_000658,salon,0.8523,0.6731,0.6617,0.8629,0.8682,36,17200.96,2.69,5,26997.05,0.1859,0.3036,0
msme_000659,restaurant,0.8564,0.3619,0.6433,0.4201,0.952,29,70542.55,9.09,0,42949.97,0.2168,0.0644,0
msme_000660,mechanic,0.8328,0.9716,0.8198,0.6962,0.8023,33,62539.96,1.6,1,18710.35,0.0368,0.2252,0
msme_000661,pharmacy,0.9108,0.8401,0.6618,0.8848,0.9362,30,69620.63,5.05,2,13710.3,0.121,0.3181,0
msme_000662,restaurant,0.7534,0.8719,0.7697,0.796,0.9893,26,58653.67,5.15,1,8351.85,0.1267,0.2864,0
msme_000663,mechanic,0.7696,0.6523,0.6811,0.9131,0.9073,31,48366.91,2.42,0,25631.06,0.1058,0.6888,0
msme_000664,mechanic,0.7471,0.5621,0.6149,0.7083,0.9901,24,28203.52,3.23,1,28113.03,0.1246,0.2993,0
msme_000665,salon,0.7616,0.8777,0.6574,0.6466,0.8739,34,97316.34,8.11,1,54141.19,0.4348,0.1565,0
msme_000666,restaurant,0.8499,0.7493,0.5966,0.6061,0.7958,23,79257.89,4.1,0,0.0,0.2586,0.067,0
msme_000667,kirana,0.5092,0.6925,0.5587,0.7407,0.9262,26,25211.34,14.76,0,14070.45,0.2582,0.2253,0
msme_000668,salon,0.865,0.7897,0.6948,0.7547,0.9167,33,27844.04,7.05,1,48939.92,0.1427,0.6978,0
msme_000669,mechanic,0.8486,0.825,0.541,0.7325,0.9029,29,69135.65,9.53,1,17074.93,0.1324,0.3368,0
msme_000670,pharmacy,0.6858,0.7913,0.5248,0.7814,0.8635,28,55408.91,0.2,0,2897.04,0.0557,0.1899,0
msme_000671,salon,0.708,0.6298,0.7256,0.9617,0.8255,30,41948.25,4.85,1,0.0,0.1936,0.5412,0
msme_000672,restaurant,0.8859,0.7872,0.4705,0.4687,0.8864,35,71175.49,2.44,0,7259.93,0.3401,0.4446,0
msme_000673,salon,0.6665,0.9575,0.4571,0.826,0.9386,24,40588.76,0.47,0,21100.59,0.164,0.2277,0
msme_000674,restaurant,0.9062,0.7742,0.6419,0.5077,0.8976,24,50491.33,1.24,0,11449.34,0.0172,0.2139,0
msme_000675,tailor,0.8494,0.5754,0.693,0.7638,0.9251,43,52810.93,14.32,1,50505.88,0.3206,0.1107,0
msme_000676,mechanic,0.817,0.8611,0.7264,0.4071,0.9634,36,62494.82,0.63,1,43565.25,0.4,0.2452,0
msme_000677,mechanic,0.7529,0.6007,0.5557,0.7593,0.8579,26,33196.47,1.03,0,16353.8,0.0593,0.4667,1
msme_000678,tailor,0.8284,0.9117,0.803,0.5909,0.9756,30,54678.69,2.96,1,37581.89,0.1722,0.5095,0
msme_000679,pharmacy,0.5724,0.8644,0.5769,0.682,0.8279,26,44659.24,8.5,1,6068.25,0.1297,0.0823,0
msme_000680,restaurant,0.956,0.5695,0.6305,0.7805,0.9094,28,32519.2,2.74,0,15417.57,0.2196,0.1125,0
msme_000681,kirana,0.9288,0.5892,0.4821,0.8408,0.9835,29,67793.72,2.74,0,13589.88,0.0483,0.0892,0
msme_000682,salon,0.8045,0.5528,0.645,0.7928,0.9876,27,53727.05,3.5,1,34736.58,0.159,0.1505,0
msme_000683,pharmacy,0.4344,0.6423,0.792,0.5866,0.9813,27,66558.66,3.2,1,51927.02,0.6007,0.2334,0
msme_000684,tailor,0.8619,0.5094,0.6285,0.9426,0.9962,37,52314.02,4.58,2,40291.61,0.4205,0.0898,0
msme_000685,restaurant,0.7741,0.6084,0.7663,0.7009,0.8662,28,9497.64,6.93,0,29583.85,0.2457,0.4304,0
msme_000686,salon,0.7598,0.8184,0.7494,0.6108,0.973,27,51864.1,1.67,1,14364.23,0.1984,0.276,0
msme_000687,kirana,0.8429,0.6903,0.4371,0.8677,0.7856,23,1000.0,2.84,0,22572.1,0.1178,0.3951,0
msme_000688,salon,0.527,0.463,0.7028,0.7981,0.8878,23,76158.22,8.58,1,3560.11,0.1596,0.2284,0
msme_000689,kirana,0.9402,0.4435,0.7293,0.7782,0.9528,25,58997.14,5.45,3,5221.85,0.3947,0.2631,0
msme_000690,restaurant,0.9353,0.7521,0.6022,0.7129,0.9858,46,69964.2,5.7,0,11829.56,0.504,0.4239,0
msme_000691,salon,0.8966,0.8883,0.3995,0.9271,0.9244,29,36922.9,8.35,1,9056.58,0.1812,0.8009,0
msme_000692,mechanic,0.825,0.6471,0.4146,0.8078,0.9177,35,21236.63,2.35,1,9730.55,0.1126,0.0322,0
msme_000693,salon,0.6835,0.6766,0.4295,0.7938,0.9053,21,38930.23,3.07,0,10542.52,0.2171,0.3957,0
msme_000694,pharmacy,0.6728,0.6302,0.8333,0.9193,0.8405,25,20065.06,12.66,0,13468.87,0.1932,0.0371,0
msme_000695,restaurant,0.624,0.7035,0.7332,0.6092,0.9262,23,46091.37,5.04,1,20578.6,0.1544,0.18,0
msme_000696,pharmacy,0.6175,0.7604,0.2947,0.599,0.8507,34,86315.88,1.06,0,21121.63,0.0441,0.2432,0
msme_000697,mechanic,0.7305,0.8128,0.6099,0.8529,0.9323,33,23573.53,2.61,0,22820.73,0.1428,0.4935,0
msme_000698,pharmacy,0.7628,0.7123,0.5327,0.6384,0.9106,37,85585.95,0.53,1,16044.42,0.2316,0.2952,0
msme_000699,kirana,0.4337,0.6698,0.5857,0.8195,0.9753,27,26555.33,3.84,2,9625.57,0.1912,0.1728,0
msme_000700,mechanic,0.9304,0.8507,0.6868,0.5493,0.971,32,47265.77,2.87,3,9627.04,0.2044,0.2639,0
msme_000701,tailor,0.8451,0.6373,0.6739,0.4258,0.7628,28,41685.52,0.87,0,37671.02,0.081,0.3458,0
msme_000702,mechanic,0.8468,0.6735,0.8965,0.7531,0.9926,23,81924.58,3.92,2,13314.85,0.4829,0.1725,0
msme_000703,kirana,0.7417,0.7818,0.41,0.9096,0.9581,33,53447.25,3.5,0,15548.23,0.2531,0.2079,0
msme_000704,pharmacy,0.7344,0.9337,0.7852,0.6876,0.9393,26,46286.34,11.48,0,16602.68,0.0783,0.4502,0
msme_000705,pharmacy,0.8084,0.6657,0.5726,0.6727,0.7633,21,80741.76,3.6,0,13809.5,0.2794,0.0915,0
msme_000706,tailor,0.8133,0.7307,0.554,0.4449,0.9493,36,24231.2,18.92,0,32704.31,0.2192,0.1227,0
msme_000707,restaurant,0.715,0.8361,0.5059,0.4621,0.9912,32,55336.15,14.2,2,46297.92,0.0692,0.4701,0
msme_000708,kirana,0.8125,0.7399,0.4497,0.7602,0.9303,31,71131.78,4.09,0,19959.38,0.1807,0.1679,0
msme_000709,restaurant,0.6406,0.8622,0.4981,0.6747,0.9605,36,29302.68,5.17,2,0.0,0.4072,0.3507,0
